name,N,board_1,board_2,solution,score,tier,is_solved
puzzle_3811,9,AAAAABBBBCACAABBDDCCCABBDDDCCCEEEEDDCCCEEEDDDCCFFFFFFGCHHIIIGGGCHHHIIGGGHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x......x...x..x...x..x...x....,590,Hard,True,True
puzzle_4909,9,AABBBBCCCAAAABBBBCDDAABBBCCDDDDEBBFFDDEEEGGFFDDDEEEGFFDEEEEEGHFIIIIGGGHHIIIHHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x....x......x....x.x..x.x..........x..x.,591,Hard,True,True
puzzle_5159,9,AAABBBBCCAABBBCBCCAAABCCCCCAADDDCEEEDDDDFFFEEDGFFFEEEEDGGFHHIEEDDGHHIIIIGGGHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,592,Hard,True,True
puzzle_6261,9,ABBBBCCDDAAAABCDDDEAAACCDDCEEEEFCCCCEEEGFFFCCGEGGFFFHHGEGIIFFHHGGGIIFFHHGGIIIIFHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x...........x.x.x..x...........x.x.x..x....,592,Hard,True,True
puzzle_4499,9,AAAABBCCCADDDBCCCCADDBBCECCAADFFCEEEADDFFFEEGADDHFFFEGDDHHHHFGGIIIHHHGGGIIIHHHGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x......x....x.x....x.....x....x.x...x.......x..x...x..,593,Hard,True,True
puzzle_2195,9,AAABBBBBBAABBBCBDDAEFCCCCDDAEFFFFCDDAEEEFFCDDGGGGFFDDHGGGGIFHHHGGGIIIHHHGGGIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,593,Hard,True,True
puzzle_7165,9,AAABBBBCCDDABBBBCCDAAABBBCEDDFAAAGCEFFFAGGGEEFFHHHGGEEFFHHGGEEIFHHHHGIEIFFHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...xx.x...........x.x..x.x...........x.x.x.x..........x.x.x.x..........x.x..,593,Hard,True,True
puzzle_3478,9,AAAABBBCCAAABBBDCCAAEEBBDDCEAEEDDDDCEEEEEDDCCEFFFEGGGCEFHHHHHGGFFHIHIIIGIIIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x......x...xx.x..........x.x..,594,Hard,True,True
puzzle_103,9,AAAAAABBBAAAACCBBBAADDCCBBBEDDDCCCFBEDDDDGFFFEEDGGGGFFEEEGGGGGFEHHHGIIIIEHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x....x.x...x......x...x......x...x.x....x.....x....x.x...x...,594,Hard,True,True
puzzle_934,9,AAABBBCCCAAAAABBCCAAAAACCCCDDDEEEECCDDDEEEEEFDGDHHEIFFGGHHIIIFFGGGHHIIFFGGGHIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x....x.x...x......x...x......x...x.x....x.....x....x.x...x...,594,Hard,True,True
puzzle_7323,9,AAAABBBBBCCAAABBDDCCCEEEBDDCFFFEGGDDCFFFEGGDDCFFFEGGGGCCFEEGGHHICIGGGGHHIIIIGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,595,Hard,True,True
puzzle_7247,9,AAABBBBCCAABBBBBCCADDDDBBECADDDFFEECDDFFFFEECGDFFFHHHCGDDFIIHHCGGGIIHHHHGGIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,596,Hard,True,True
puzzle_1254,9,AAABBBBBCAAABBBCCCADDDBBECCADDDFFEECDDDFFFEEEGDDFHHIEEGGDDDHIIIGGGDHHIIIGGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,596,Hard,True,True
puzzle_3234,9,AAAAABCCDAAEEEBCCDAEEEBBCCDAEEEBBFCDGGEEEBFDDHGGGGGFDDHHGIIIFFDHHGIIIFDDHHIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,596,Hard,True,True
puzzle_1840,9,ABBBBCCCCABBDDDEECAAADDDECCAAFDEEEEEAAFFEGGEEHFFFEIGGEHHHFEIIGEHHHFFIIGEHHHFFIIIE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,597,Hard,True,True
puzzle_8685,9,AAAAABBBCDAABBBCCCDDAEBBBCCDDEEEFFCCGGGEEFFCCGGEEFFFFHGGEIIIIHHGGEEIIIIHGGEIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,598,Hard,True,True
puzzle_9529,9,AAABBBBBBCADDDBBEECAADDDBEECCFDDBBEECCFFFFGGECCFFFFGGECCHHHGGGGCCHHHHIGICCIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,598,Hard,True,True
puzzle_4412,9,AAABBBBBBAABBCCDDDEAACCCDDFEECCCCDDFEEECGFDFFHEEEGFFFIHEEGGIIFIHHEHGIIIIHHHHGIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,599,Hard,True,True
puzzle_3070,9,AABBBBCDDAAABBBCDDAAAABBCDDEEAACCCCCEEEAFFGGCEHHFFFIGGHHHFIFIGGHHIFIIIGGHHIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,599,Hard,True,True
puzzle_3340,9,AABCCCDDDAABCCCDDDABBBCCEDEAAFBBCEEEAAFFGEEEHFFFGGEEHHFFFFGGHHHFFFIIGHHHIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,600,Hard,True,True
puzzle_9013,9,AAAABBBBBCCAACBBBBDCAACBEEEDCCCCCEEEDFFFCCEEGDHHFFCGGGDHHHFFGIIDHHHHGGIIDHHHHGGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,600,Hard,True,True
puzzle_4411,9,AABBBBCCCAABBBCCCCADBBEFCGGADBBEFFGGDDDEEFGGGDDDEEFGGGDDDDHFFFGDDHHHFIIIDDHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,601,Hard,True,True
puzzle_3556,9,AAAAABBBBCADDAABBBCCEDDDFFBCCEEDFFBBCCCEEFFFFCCEEEFFGGHCHIIIGGGHCHHIIGGGHHHIIGGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,602,Hard,True,True
puzzle_8558,9,ABBBBCCCCAAABBCCCCAAACCCDEEAAAADDDEEAAAFDDEEEFFFFDGEHEFFIFGGHHHIIIIGHHHHIIGGGHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....xx.....x....x.x..........x.x.x.x..........x.x.x.x..........x..x.,602,Hard,True,True
puzzle_7516,9,AABBBBBBBAACBCDDDDAACCCDDDDEAACCCFFFEAGGCFFFFEEEGGFFFFEEGGHHIFFEEGGGHIIIEEEHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....xx.....x....x.x..........x.x.x..x....,602,Hard,True,True
puzzle_9360,9,ABBBBCCCCAAABBCCCCDAABBECCCDAEEBECFFDEEEEEEEFDDGGGGHFFDDDGIGHFHDDIGIIHFHIIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x..........x.x.x.x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,603,Hard,True,True
puzzle_3857,9,AAABBBCCCAABBBBCCCAAABBDCCCAEEBDDDCCEEEFFDDDGEEEFFDGGGEFFFFGGGHFFIIIGGHHFFFIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x.x.x..........x..xx.x..........x.x..,604,Hard,True,True
puzzle_1971,9,AABCCCCCCAABBBDCCCAABBBDDCCAABBBDEECFGGBDDDEEFGGGDDDHEFGIGGIHHHFFIIGIHHHFFIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,605,Hard,True,True
puzzle_3381,9,AAABBBCCCAAAAABBCCDAAABBEECDFFFBBBECDDDFBEEEEDDFFFEEEGHDDIFIEGGHHHIIIGGGHHHHIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,606,Hard,True,True
puzzle_3931,9,AAAAABBBCAAAAABBDCEEFADDDDCEFFFDDDDCEFFDDGDDCEEFFGGGGCEEHHIGIGCEHHIIIIICHHIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,606,Hard,True,True
puzzle_6167,9,AAAAAABBBCCCAAAABBDDCCAAABBDDEEAFGGGDDDEFFHGGDDDEEFHGGIDDEEFHGGIDDDEFHHGIIIFFFFFG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.....x....x.x....,608,Hard,True,True
puzzle_789,9,AAAABBBBBCAAABBBBBCAAAABBDBCCCAEBDDBCCCAEBDFFGGGEEHDFFGIIEHHFFHGIIIHHHFHGIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,608,Hard,True,True
puzzle_2485,9,AAABBCDDDAAABCCDDDBBBBCCDDDBBBEECCDFGBEEEEEFFGGGEHFFFIGEEEHFIIIGGEHHFIIIGHHHHHHHI,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,608,Hard,True,True
puzzle_6001,9,AAABBBCDDAAAABCCDDEFBBBBCCDEFFBBBCDDEFFFCCCGDEFHHHGCGGEFHHHGGGIEHHHHGIGIEEEEHGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x....x.....xx....x......x...x..x...x......x....x.x....x..,608,Hard,False,True
puzzle_5788,9,AAAABBBBBAACABBBBDACCCCBBBDAEEFCCDDDAEEFFCCDGAEHFFCCCGHHHFFFICGHHHHFIIGGHHHIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x....x......x....x.x..x.x..........x..x.,609,Hard,True,True
puzzle_898,9,ABBBCCCCDAAABCCCCDAAABBCCDDEAEBBBFDDEEEGBFFFDEHHGGIIFFEHGGGIIIFHHGGGIIFFHHHGGGIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x..........x.x.x.x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,609,Hard,True,True
puzzle_3446,9,AAAAABBBBCCCAABDDBECCACFDDDECCCCFFDDECGGGGFFDEEGGGGFFHEIIGGHFFHEEIIHHHFHEEEIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,610,Hard,True,True
puzzle_1481,9,ABBBBBCCCAABDBBCECAABDDDDECAADDDDEECFFGGEEEHHFFGGEEEHHFFFGEIHHHFFFGIIIHHFFFFIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,610,Hard,True,True
puzzle_2581,9,AABBBBCCCAADDBBCCCADDDDEECFADAGEEFCFADAGGEFFFAAAGGEEEFAHHGGGEEFHHIIIIIIIHHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.....x....x.x....,610,Hard,True,True
puzzle_8603,9,AAABBBBBBAAABBCCBBADDCBCEEFDDCCCCEEFDGGCFEEEFDGGFFFFFFDDGHHHHHFIDGGIHIHHIIIIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,611,Hard,True,True
puzzle_3759,9,ABBBBCDDDABBCCCCDDABBCCCDDDAABBBEDDEFABBEEEEEFFBGGGGEEFFHGGGEEIFHHHHHHEIFHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,611,Hard,True,True
puzzle_6652,9,AAAABBCCCAABBBBCCCAAABBBBCCDAEEEEBFGDDEEEFFFGDDDDEFFHGIDIEEEHHGIIIIHHHGGIHHHHHHGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,612,Hard,True,True
puzzle_3076,9,ABBBBBCCCAABAABBCCAAAABBBCCDDDDEBBFFDDEEEEEFFDGGEHFFFFDGGEHHIFFDDGHHHIIFDGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x....x......x....x.x..x.x..........x..x.,613,Hard,True,True
puzzle_9109,9,AAABBBCCCADABBBBBCADAABBBCCDDDDDDDDCDEDEDFDFFEEEEFFFFFEGGGHFIIIGGGHHHIIIGGHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,614,Hard,True,True
puzzle_5966,9,AAAABBBCCDAAABBBCCDDDAABBCCDDAAEBBCCDEEEEBBFFEEEEGFFFFEHHGGIFFFHHHGIIFFFHHGGIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,615,Hard,True,True
puzzle_8907,9,AAAAABBBBAAAABBBCDEEEACCCCDEECCCCCCDEEFCFGDDDEFFFFGDDDHFFFGGIDIHHGGGGIIIHHHGGIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,616,Hard,True,True
puzzle_224,9,ABBBBCCCDAABBBCCCDAABBEDDDDAAABEDDFFAAEEEDGFFAHEEGGGGFHHEEIGGGFHHEEIIGGFIIIIIGGFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,616,Hard,True,True
puzzle_5173,9,AAABBBBCCABBBBBBCCABDEEBFFCADDEFFFFFDDDEFGGGFDDDEGGGFFHHHEGGGIIHHHEGGIIIHHEEEEIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,616,Hard,True,True
puzzle_276,9,AAABBBCCCAAABBBDCCAEEBEBDDDEEEEEBDDDFFEFBBGDDFFFFBBGDDHHHGGGGDIHHHGGIIIIHHHGIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x....x.....xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,617,Hard,True,True
puzzle_8514,9,AAABBBBBCAABBBDCCCAAEDDDDCCEEEDDDDDCEEEDDDFCCEEGGHDFCIGGGGHFFIIGHHHHFFIIGGGGHHFII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....xx.....x....x.x..........x.x.x.x..........x.x.x.x..........x..x.,618,Hard,True,True
puzzle_2202,9,AAAABBCCCAAABBBCCCBBABDDDDDBBBBBDDDDEEEEFFFGGEEEHFFFFGIEHHHHFFGIIIHHFFGGIIIHHHFGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x....x......x....x.x..x.x..........x..x.,618,Hard,True,True
puzzle_2968,9,AAAAAABBBAAAAAABBBACCDDDDDBECFDDDDGGECFFDDGGGECCFFFGGGECFFFFGHHECCIIIIHHEIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x...x......x...x.x...x......x.,618,Hard,True,True
puzzle_173,9,AABBBCDDDABBBBCDDDAAACCCCEDAACCFEEEDGGGHFFEEEGGGHFFEIIGHHHFFFIIGGHFFFFIIGGGGFFFII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x.x.x..........x.x.x.x..........x..x.,618,Hard,True,True
puzzle_3682,9,AAABBBCCCAAABBDDCCAABBDDDCCAEBBDDFCCEEEDDFFFGHHEDDFFGGHHHHIIFGGIHHHIIGGGIIIIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,619,Hard,True,True
puzzle_9341,9,AAAABBBCCDDDABBBCCEDDABBBBCEDDAFFGGCEDDFFGGGCEDFFFGGGCEEEHHHGCCEEIIHHHHHEIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x..x.......x...x.x....x.....x.,622,Hard,True,True
puzzle_9761,9,AAAABBBBBACACCBBDDACCCBBDDDACCCEEEEDFFFEEGEEDFFFGGGGEEFFFGGGGGHFFIIGGHHHFIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,623,Hard,True,True
puzzle_5761,9,ABBBBBBCCABBBBDDCCAAEEEEDDCAEEEEEEDCAFEFFGGCCAFFFFGHCCAIIFFGHHCAAIIIGHHHAAIIIGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,624,Hard,True,True
puzzle_3694,9,AAABBCCCCAADBBBBCCADDBBBBBCDDDBEEFFCDDDEEEFFFDGGGGEEFHGGGGGHHHHGGIIIHHHHGGIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,625,Hard,True,True
puzzle_6892,9,AAABBCCCCAABBCCCCCAABBBBBDDEEEBBBFDDEEEBGBFFDEHHGGBFFFEHHGGFFFFEHGGIIIIIHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,625,Hard,True,True
puzzle_186,9,AAABBBCCCAAABBBDCCEEEEBDDCCEEEBBDDCCFEFFDDDGGFEFHDIDGGFFFHIIIGGFFHHIIIIGFFHHHIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x...x......x...x.x....x.....x....x.x...x.......x..x...x..,626,Hard,True,True
puzzle_9402,9,AAABBBBBBAAACBBBDBEEACCCBDBEEECCDBDFEEECGDDDFHEECGGFFFHHGGGIFFFHHGGGIIIFHHGIIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x..x.x....x.......x...x.x....x.....x.,626,Hard,True,True
puzzle_2395,9,AAABCCCCDAABBBCCDDAAEBCCDDDAEEBBCDDDFEEGBBBDDFEEGGGHHHFFEGHHHHIFGGGHHIIIFGGGGHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,627,Hard,False,True
puzzle_4150,9,AAAABBBBBACAAABBBBCCCDEEEFBCCDDEEEFBCCDGGEEFFCDDDGGEFFCHIIIGGFFHHHHIIGGFHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,628,Hard,False,True
puzzle_3600,9,AAAABBBBBCCCAABBBBCCCAADEEECCCADDEEECFFFFDEEEFFGFDDHHEFFGIDDHHHFGGIIIIIIGGIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,630,Hard,True,True
