name,N,board_1,board_2,board_3,board_4,solution,score,tier,is_solved
puzzle_1853_rot180_flip_diag_flip_antidiag,8,AAABBBBBAAAACCBBDDAEFCBBDDDEFFFBDDDEEFFFGGEEEHFFGGGGGHHHGGGGGHHH,AAABBBBBAAABBBBBCCADDDBBCCCDDEEEFCCCDEEEFFGCDHEEFFGGHHHHFFFFFHHH,AABBCCCCAABBBCCCAAABBDDCEEFFBBDCEEFFFFGCEEFHHGGGEEEHHHGGEEEHHHGG,AABBBCCCAABBBCCCAAABBDCCEADDDDCCEFGGDDCCEFFGGHHHEEEGGGHHEEEEGGHH,...x.....x...........x..x..............x..x...........x.....x...,247,Hard,True
puzzle_19401_rot90_flip_v_flip_diag,8,AAABBBBBAAABBBBCADDDDCCCDDDDDCCCEEDFCCGGEEFFFFGGEEFFHGGGHHHHHGGG,ABBBCDDDABBBCCDDAEECCCDDAEEECCFFAAEGCCFFHHEGGGFFHHHHGGFFHHHHGGGF,AAAABBBCAAAABBCCAADBBBCCEEDBFFCCEDDDFFCCEDDFFFGGEHHHFFGGEHHHFGGG,AAAAABBBCAAAABBBCCCDDDDBCCCDDDDDEECCFDGGEEFFFFGGEEEHFFGGEEEHHHHH,.......x.x...........x....x.....x...........x.........x....x....,247,Hard,True
puzzle_5444_rot90_flip_h_flip_antidiag,8,AAAABBBBACCCBBBDACCCEEBDFCCCEEDDFFEEEEDDFFGEEEDDFFGEEHHHFFGGHHHH,AAABBBBBACCCBBBBACCCDEEEACCCDDDEFFDDDDDGFFDDDDGGFFFHHHGGFHHHHHGG,AABBCCCCAABDDCCCAABDDDEEAADDDDEEAFFFDDEEGFFFDDHEGFFFHHHEGGGGHHHH,AAAAABBBAAAACCCBDDDECCCBDEEECCCBFEEEEEGGFFEEEEGGFFHHHGGGFFHHHHHG,x............x....x............x....x....x............x....x....,247,Hard,True
puzzle_565_rot90_rot180_rot270,8,AAABBBBBCAABBBBDCCAABABDCCAAAAADCEAAFFGDEEHHFGGDEEHHFGGDEEHHFFGG,AABBCCDDEAABCCDDEAABCCDDEABBFFDGEFFFFFGGEHFHFFGGEHHHHFFGHHHHHFFF,AAABBBBCAAAABBCCDDDCCCCCDDDCCCEEFFFFCEEEFGGFCCEEGGGGCEEEGHHHHHHE,ABBBBBBCAAADCCCCAADDECCEAAADEEEEAADDDFFFDDDDDFFFDDGGHHHHDGGGGHHH,..x.........x..........x.x............x.x..........x.........x..,247,Hard,True
puzzle_74183_rot90_flip_diag_flip_antidiag,8,AAABBBBBAAABCBBBAADCCCCEADDDEEEEFFDDEEEEFFFEEGGGFFFHHGGGFFHHHGGG,AAAAABBBAAACABBBDCCCCEBBDDDDEEEBDDDDEEFFGGGDDFFFGGGHHFFFGGGHHHFF,AABBBCCCAAABBCCCAAADDCCCAAEEDDDDFEEEDDDDFFEGGGGDFFFHGHHHFFFHHHHH,AABBBCCCAADBBCCCAADBBCCCADDBBBEEAADFFBEEGGFFFHHEGGGFHHHHGGGGHHHH,.......x....x....x............x...x..........x.....x....x.......,247,Hard,True
puzzle_76842_rot90_rot180_flip_antidiag,8,AABBBCCCAABBBCCDAAECCCDDAAEEEEDDAAAAEEEDFFFAGGGGHFFFGGGGHHHHHHHG,ABBBBCCCAABBDCCEAAADDCCEFFADDCCEFFADGGHEFFDDGHHEGGGGGHHEGGGGGHEE,AAAAAAABACCCBBBBCCCDBBBBDDDDEEEFDDEEEEFFDDEGGGFFDDHHHGGFDDHHHGGG,AABCCCCCABBCCCCCABBCDDEEABCCDFEEAGGDDFEEAGGDDFFFAGGDHHFFGGGHHHHF,..x..........x..x...........x..........x.x............x....x....,247,Hard,True
puzzle_13414_rot90_rot180_flip_h,8,AAABCCCCAAABBCCCAABBBDCCEEEBDDDFEEEDDFFFEGGGDFFFGGGHHHFFHHHHHHHH,ABCCCDDDABBCCDDDABBCCEDDAABFEEEEAAFFFEEGAAHHFFGGAHHHFGGGAHHHHGGG,AAABBBBCAAADBBBCAADDBBCCAEEDDDCCEEEEDFCCGGEHHFFCGGGHHFFCGGGHHHFC,ABBBBCCCABBBDCCCAABBDDCCAADDDEECAAFDEEEEAFFGGEHHAFFGGHHHAFGGGHHH,.x..........x..........x.....x....x...........x.x..........x....,248,Hard,True
puzzle_88044_rot90_flip_h_flip_v,8,AABCCCCDAABBCBDDAABBBBDDEEBBBBDDEEEEFFFDEEEGGFFHGGGGGHHHGGGGGHHH,AAAAABBBAAAAABBBCCCAADDBCCCCDDDECCFFFFEEGGFFFFEEGGFFHFEEGGFHHHHE,ABBBBCDDAACBCCDDAACCCCDDAACCCCEEAFFFEEEEGFFHHEEEGGGHHHHHGGGHHHHH,AABBBCCCAABBBCCCAABBDDDDAAABDDDEAAAFDDEEGGFFDDDEGGFFHHHEGGGHHHHH,...x...........x.x..........x.........x...x.....x............x..,248,Hard,True
puzzle_24650_rot90_rot180_flip_antidiag,8,AAABBBBBCAAABBDDCCCAAEEDFCCCCEEDFFFFEEEDFFFFEEEEGGGHHHHHGGGHHHHH,ABBBBCDDABCCCCDDAACCCCDDAAEFCCDDAEEFGGDDEEFFGGHHEEFFGGHHEFFGGGHH,AAABBBBBAAABBBBBCCCCDDDDCCCCDDDECFFFFDDEFFFGGDDEFGGGHHEEGGGHHHHH,AABBBCCDAABBCCDDAABBCCDDEEBBCDDFEEGGCDFFEEGGGGFFEEGGGGHFEEGHHHHF,..x.........x....x.............x.....x.....x....x.............x.,250,Hard,True
puzzle_36180_rot90_rot180_flip_h,8,AAAABBBBAAAABBCCDDDBBBBCDDDDBCCCEDFFGGGCEFFFFGGHEFFFFGHHEEFFFHHH,AAAABBBBCCAABBBBCAAAADDDCCCADDDDCEEEFFDGHEEFFFFGHHEFFFFGHHHFFFGG,ABBBBCCCABABDDCCAAABDDDCAAAADEEEFFAGEEEEFFGGEEEEFFGGGEEHFFGGHHHH,AAABBBCCAADBBBBCADDBBBBCEDDDBBFCEEEGFFFFEGGGGFFFEEGGHHHHGGGGHHHH,..x.........x..........x.x.........x.........x..x.............x.,250,Hard,True
puzzle_10399_rot90_flip_h_flip_antidiag,8,AAAABBBBAAAACCBBDDAECCBBDDEECCCCDDDECCCCDFFFGGHHFFFFGGHHFFFFGGGH,AAABBCCCAAABBCCDABBBBDDDABBBBDDDEEFFFGGGEEEFHGGGEEHHHGGGEEHHHHGG,AAABBCCCDAABBCCCDDDBBBBCDDDBBBBCEEEFFFGGEEEHFGGGEEEHHHGGEEHHHHGG,AAAABBBCAAAABBCCDAAABBCCDDDEFFFFDDEEFFFFDDGEFFHHGGGGFFHHGGGGHHHH,.......x..x..........x...x.........x..........x.....x...x.......,251,Hard,True
puzzle_14064_rot180_flip_diag_flip_antidiag,8,AAAAABBBCCAAAABBCCCAABBDCCCAAADDEEFAAGGDEEFFAGGGEEEGGGGGHHHHGGGG,AAAABBBBAAAAACCCAAADEECCFAADDECCFFDDDGGGFHHDDGGGHHDDDDGGHHHDDDDD,AAABBBCCAAAABCCCAAAADCDCAADDDDDDEAFDDDDDEGFFHHDDEGGGHHHDEGGGHHHD,ABBBCCCDABBBCCCDAABBEECDAAAAAEFDAAAAAAFFGAGAFFFFGGGHFFFFGGHHHFFF,....x....x...........x.........xx.........x...........x....x....,251,Hard,True
puzzle_1856_rot90_rot180_rot270,8,AABBCCCCAABBCCDCAEEECEDDAEEEEEDDAEEEEDDDFEEGGDHDFFFGGGHHFFFGGGHH,AABBBCCCAABBBCCCDADBBEECDDDEEEEFDDEEEEEFDDEGEEEFGDGGHHFFGGGGHHFF,AABBBBCCABBBBCCCAADDBBEEAAADDEEEFFDDDEEEFFDDDDGGHHDDDDGGHHHHHGGG,AAABBBBBAACCCCBBAACCCCDDEEECCCDDEEECCFFFEEGGCCFFHHHGGGGFHHGGGGFF,...x.........x...x.............xx.............x...x.........x...,251,Hard,True
puzzle_26909_rot90_rot180_flip_v,8,AAAABCCCADAABCCCDDBBBCCCEDDBBFFFEEBBBFFFEEEGGGGFEGGGHHHFEGGGHHHH,AAAAABCCDDAABBBCDDAEBECCDDDEEECCFFDEEEEEFFDGGHHHFFDGGHHHFGGGGHHH,ABBBBCCCAADBBCCCAADBBCCCAADEEEEEDDDEEEFFDDGEHEFFDDGGHHHFGGGGGHFF,AAABBBBCAAABBDCCAAABBDCCEEEEEDCCFFEEEDDDFFEGEHDDFGGGHHDDFFGHHHHH,.......x..x.........x....x............x....x.........x..x.......,251,Hard,True
puzzle_35529_rot90_flip_h_flip_v,8,AAABBBBBAAACCCDBAEECCDDBAEEDDDDDFFEEEDDDFGGGEHHDFGGGHHHHFGGGHHHH,ABBBCCCCABBBCCCCABBBDCCEAADDDEEEFDDEEEEEFDDGGEEHFFFGGGEHFFFHHHHH,AAABBBCCABBBBCCCADBBBCCCADDBEECCADDBEFFFGGEEEFFFGGEEHFFFGGGGHHHH,AAAAABBBACDDDBBBACCDDEEBCCCCCEEBCCCEEEFFCGGEHHHFGGGGHHHFGGGGHHHF,..x............x....x....x............x....x....x............x..,251,Hard,True
puzzle_5429_rot90_flip_v_flip_diag,8,AAAABBBCDEAABBBCDEEAEBCCDEEEECCCDFFFGGCCDFFGGGGHDDHGHHHHDDHHHHHH,AAAAAAABAACCDDDBEECCDDBBEFFCDBBBEEFFDDGGEEFFHGGGEEFHHHGGEEEHHHHH,ABBBCCCCABBBCCDEAABDCDDEAAADDDDEAAFFGGGEHFFFFGGEHHHHFHEEHHHHHHEE,AAABBBBBAACBBBDDAACCBDDDAACCEEDDACCFEGGGAAFFEEGGHHFFEEEGHHHHHHHG,x...........x.....x...........x....x.........x...x.............x,251,Hard,True
puzzle_99260_rot90_rot180_flip_diag,8,AABBBBCCAAABBDCCAAAADDDCAAAEDDDFGEEEEDFFGGEEHDFFGGHHHHFFGHHHHHFF,ABBBBBCCAABBBBCCAADDBECCADDDDECCFFFDEEECFFFFEEEGFFFHHEGGFFHHHHGG,AAAABBBBCAADBBBBCCDDBBBECCDDDBEECCCDFFEECCFFFFFEGGGGFFHHGGGGGHHH,AAABBBBBAACCBBBBDCCCCCEEDDCCFEEEDDGFFFEEDGGGFFEEGGGGFHHEGGGGHHHH,....x....x.............x...x.........x..x.............x...x.....,251,Hard,True
puzzle_14517_rot90_flip_diag_flip_antidiag,8,ABBBCCDDABBCCCDDAACCCCDDAAEEEDDDAAFEEGGGFFFEEGGGFFFFHHGGFFHHHHHG,AABBCCCDAABBBCCDAABBBBDDAAAEEEDDFFFEEGDDFFFEEGGGFFHHGGGGFHHHHHGG,ABBBBBCCAABBCCCCAAADDCCCAAADDCEEFFFDDDEEFFGGGGEEFFGGGHHEFFGGHHHE,AAAABBBBCAAABBBBCCAABDDDCCEEEDDDCFEEEDDGCFFFEDGGFFFHHHGGFFFHHHHH,..x..........x..x..............x....x....x............x....x....,253,Hard,True
puzzle_1249_rot180_flip_diag_flip_antidiag,8,AAABBBBBAAAABBBBCCAAADDBCCCAADDECCCAEEEECCFFGGGEHHFFGGGGHHHFGGGG,AAAABCCCAAAABBCCDAAABBEEDDDDFEEEDGGFFEEEHGGFFFEEHHHHFFFFHHHHHFFF,AABBBBCCAABBBBCCAAABBDDCEAAAADDDEEAAFGGGEEHHFGGGEEHHFGGGEEEFFFGG,AABBBCCCAAABDDCCAAABDDCCAAABEECCFFFEEEECGFFHHEEEGGHHHHEEGGHHHHEE,.......x...x.........x...x............x...x.........x...x.......,254,Hard,True
puzzle_22438_rot90_flip_h_flip_antidiag,8,AAABBBCCAAABBCCCAAABDDCEAAFDDDDEFFFDDDDEGFFFHHEEGGGHHHEEGGGGHHEE,AABBBCCCAAABBCCCDAEEBCCCDEEEEFCCDEEEEFFFDDGGFFFHDDGGGHHHDDGGHHHH,AABBBBBBAAACCBBBDACCCEEEDDCCCEEEDDDCCFEGHHHFFFGGHHHHFFGGHHHHFGGG,AAAABCCCAAAABBCCAAABBBCCDDDEEBFCDDEEEFFFDGEEEFFFGGGEEHHHGGHHHHHH,....x....x............x....x....x............x....x............x,254,Hard,True
puzzle_37017_rot90_rot180_flip_antidiag,8,ABBBCCDDABBBCCDDABBBCDDDAEBFCCDGAEFFCGGGAEEFCHHGEEEHHHHGEEEHHHHH,ABBBBCCCAAABCCCCAAABDCDDAADDDDDDAAEEEFFFGGGEFFFFGGGGGFFFGGHHHHHH,AABBBBBBAAAAACCCAAADCCCCEEDDDCCCEEFFFFFFEEEGFHFFEEEGHHHHEGGGGHHH,AAAAABBBCAAAABBBCAADEBBFCCCDEEBFCGDDEHBFGGGDHHHFGGDDHHHFGGDDHHHF,..x...........x.x...........x..........x...x.....x...........x..,254,Hard,True
puzzle_38243_rot90_flip_v_flip_diag,8,ABBBBCCCAABCCCCCAAACCDCDAAAEFDDDAAEEFFDDGGEEFFFDGGGEEHHHGEEEEHHH,AAAAABBBCAAAABBDCCAADDBDCEEDDDDDCEEFFFDDEEGGFFHHEEEGGFHHEEGGGGHH,AAABBBBBCAABBBBDCACCBBDDCCCCCEEDCCFFFEEDGGFFHHEEGGFHHEEEGGHHHHEE,ABBBBCCCAAABBCCCAABBDDDEFFBBDDEEFFFBDEEEFFFGGEGEFFHGGGGGFHHHHGGG,..x..........x..x..............x....x....x............x....x....,254,Hard,True
puzzle_4307_rot90_rot180_rot270,8,AAABBBCCAAAABDDCEAABBDDCEEEBDDDDEEFBDDDDFFFFGGGDFFHHGGGGFFHHHGGG,AAABBBCCAAABBCCCDDAABCCCDDAEEECEDFFGGEEEFFFGGGGEFFFGGGGHFFGGGHHH,AAABBBCCABBBBCCCDBBBBCCCDDDBBCCEDFDDDGEEFFFHGGEEFFFHHGGGFFHHHGGG,AAABBBCCAAAABBCCDAAACCCCDDDDECFFDDDDEFFFGDDEEHHFGDDEHHHHGGEEEHHH,..x.........x..........x.x............x.x..........x.........x..,254,Hard,True
puzzle_93861_rot90_rot180_flip_v,8,ABBBBBCCABBBDDCCAABDDDCCAABDDDDCAEBFFGHCEEFFFGHHEEEFFGHHEEEGGGGH,AAABBBBBCAAADBBBCCCCDDDECFFFDDDECFFFDDEEGGFEEEEEGGGGHHEEGGGHHHHH,AAAAABBBAAACBBBDECCCDDDDECCCFFFDEECCFFFDEEEEEFGGEEHHGGGGHHHHHGGG,AAABBBBBAAAABBCCAADCCCCCEDDDFFCCEDDDFFFCEEEEFFFCEGGGFHHHGGGHHHHH,......x..x..........x...x..........x.........x....x............x,254,Hard,True
puzzle_18090_rot90_rot180_flip_h,8,ABBBBBCCAAABBCCCAAABDDCCAEEEDDDDAEEFFDDDGGGFFFHHGGGGFFHHGGGGGFHH,AAABBBBBAAACCBBDAAACCBBDAAEECDDDAEEEFFDDEEEFFFGDHHHFFGGGHHHFFGGG,AAABBCCCAAABBCCCDDDBBBCEFDDDBBEEFFDDGEEEFFFGGHHEFFFGGHHEFFFHHHHH,AAABBCCCAAABBCCCDABBBEEEDDBBEEEFDDDGEEFFDHHGGFFFDHHGGFFFHHHHHFFF,x............x.....x..........x...x.........x....x.............x,255,Hard,True
puzzle_23029_rot90_flip_diag_flip_antidiag,8,ABBBCCCCAABBCCCCAAADDCEEAAADDEEEAADDEEEEAFGGHHHHAFFGGGHHFFFGGGHH,AAAABBBCAAAABBCCDDAEECCCDDDEECCCDDDDEECCFFFFGGHCFFGGGHHCFFGGGHHH,AABBBCCCAABBBCCDAAAABBCDEEEEFFDDEEEFFDDDEEGFFDDDGGGGHHDDGGGGHHHD,AAAAAAABCAAAABBBCCAADEBBCCDDDEEEFFDDGHEEFFFGGHEEFFGGGHHHFFGGGHHH,..x..........x..x...........x..........x.x.........x..........x.,255,Hard,True
puzzle_476_rot90_rot180_flip_diag,8,AAAABBBBAACADBBBCCCCDDEECCCCDDEECCCFDDDEFFFFFGGGFFHHFGGGFHHHHHGG,ABBBBBCCAABBACCCAAAAACCCDDDAEEEFDDDDEEFFDDDDEEFFGGDGEHHHGGGGHHHH,AABBBCCCAABBDCCCAADDDCCEADDDDFFEGGHHFFEEGHHHHFEEGGHHHFFEGGHHHFFF,AAABBBCCDAABBBCCDDABBBBCDDAABBCCDAAEEEEFDGGEEEFFGGGEHHFFGGGHHHFF,..x...........x.x...........x..........x...x.........x...x......,255,Hard,True
puzzle_58870_rot90_flip_diag_flip_antidiag,8,AABCCCDDABBBCCDDAACCCCDDACCCEEDDAAFFEEGGAAFFEGGGAHHFFFGGAHHFFFGG,AABBBCCDAABBBCCDAAAEBBDDAAEEBBDDFFEEGGGDFFGGGGDDFFGGHHHDFFGGGHDD,ABBCCCDDABBCCCDDAACCEDDDAACCEEDDAFFFEEGGAAFFFFGGAHHHFFGGAAHFFFGG,AAAABBBBAAAABBBBCCADDEEECCDDDEEECCCCEEFEGGCCEEFFGGHHEHFHHHHHHHHH,..x...........x....x....x...........x..........x.x...........x..,255,Hard,True
puzzle_69479_rot90_flip_h_flip_v,8,ABBBBBCDAABBCCCDAABBCCDDAEECCCDDEEEFFDDDGGGFFDDHGGGFFHHHGGGGFFHH,AAAABBCCAAABBCCCAAABBDDCEEEBBDDDFEEGGGDDFFHHGGDDFFHHGGGDFHHHHHGD,AAAAABBBCCAAAABBDCCCAABEDCCCEEEEDDDCEEEFDDDGGFFFDHHGGFFFHHHHGFFF,ABCCCCCDABBBCCDDAABBCCDDAABBBEEDAAAFFEEEGAAFFHHHGGGFFHHHGGFFHHHH,....x.........x.x.........x..........x.....x.....x.............x,256,Hard,True
puzzle_643_rot90_rot180_flip_h,8,AAAAABCCDDEAABCCDDEABBCCFDEEBBBCFEEEBBBGFGGGGGGGFFGHHHHGFFFHHHHG,ABBBBCCCABBBBACCAAAAAAACADDDEEECFDDDEEGCFFDDHEGGFFDHHEGGFFDHHHHH,AAAABBBBAAACCBDDCCCCCBDDEECCCBDDEEEFFBDDEFFFFBBGEHHHFBGGEHHGGGGG,AABCCCCCAABCCDEEAABBCDEEABBBDDEFGBBBDDDFGGGGGGGFGHHHHGFFGHHHHFFF,...x...........xx............x....x.........x.........x..x......,257,Hard,True
puzzle_11677_rot90_flip_h_flip_v,8,AAABBBBCDAABBCCCDAABEEECDDFFEEECDFFFEEEGDDFFFHGGFFFFHHGGFFFHHHHG,ABBBBCCCAABBCCCCAABCCCDDAEEECCCDFEEECCDDFEEEGHHDFFFGGHHDFGGGGHHH,AAABBBBCAAAABBCCDDAAABCCDAAAEEECDDAAEEEFDGGHEEEFDGGHHFFFGGGHHHHF,AAAABBBBCAADDDBECCCDDDBECCFDDDEECFFFFEEEFFFFFGGGFFHFHGGGFFHHHHHG,....x....x.............x.....x..x.........x...........x....x....,258,Hard,True
puzzle_15160_rot90_rot180_flip_diag,8,ABBCCDDDABBCCDDEAABCDDEEAABBDDEEAFFFFFFEAFFFFGFGHHHFGGGGHHHHGGGG,AAABBBBCAADDBBCCAAADCCCCAADDCCEEFDDDGEEEFFDDGGGGFFDDHHGGFFHHHHHH,AAAABBBBAAAACBBBACACCCCDECCCCCCDEEFFGGDDEEFFHGDDEFFHHGGDFFFHHGGD,AABBBBBBAACCBBDDAACCDDDDACCCDEEEFFCCGGEEFFFCGGGGFFCCHHGGFFFHHHHG,....x....x...........x.........x..x.....x.............x....x....,258,Hard,True
puzzle_18591_rot180_flip_diag_flip_antidiag,8,AAABCCCCDAABCCCEDDBBCCCEDDFFCFEEDFFFFFEEDFFFFGGGDFHHFGGGDFHHHGGG,AAABBBCDAAACBBCDAAACCCCDEECCCCCDEECFCCDDEFFFGGDDEFFFGHHDFFFFGHHH,ABBBBBBBAABBCCCCAADCCCEEDDDCCCEEFFFFCCCEFFFCCGGGFFFHHGGGFHHHHGGG,AAABBBBCAAABBCCCAAADDCCCEDDDCCCCEEDDDFFFEEDDDFGGDDDDHHGGHHHHHHHG,...x.....x...........x..x..............x..x...........x.....x...,258,Hard,True
puzzle_1875_rot90_rot180_rot270,8,AABBCCCCAABBCCDDAABBCCCDAAEBBBCFAAEEEGGFEEEEGGFFHHHHFFFFHHHFFFFF,ABBCCCCCABAADCCCAAAEDDCCAAAEFDCCEEEEFFGCEEEFFFGGHHHHHFGGHHHHHFGG,AAAAABBBAAAABBBBAACCDDDDACCDDDEEAFGGGDEEHFFFGGEEHHFFGGEEFFFFGGEE,AABCCCCCAABCCCCCAABBBDDDEABBDDDDEEFBDGGGEEFFDGGGEEEFGGHGEEEEEHHG,..x.........x..........x.x............x.x..........x.........x..,258,Hard,True
puzzle_29396_rot90_flip_v_flip_diag,8,AAABBBBBAAABBBBBCAABDDDDCAEEEDDDCCEEFFDDCGGEEFHHCGGFFFHHCGGFFHHH,AABBBBBBAAAABCCCAAADDCCCEEEDDDFFEEGDFDFFEEGGFFFHEEGGGHHHEEGGGHHH,AAAAABBBAAAAABBBCCCCABBDCCCEEEBDCCFFEEDDGGFEEHHDGGFFFHHDGGGFFHHD,AABBBCCCAABBBCCCAABBDDDCAABEDEDDAAAEEEDDFFFEEGGGFFFFHGGGFFHHHHHH,..x..........x..x..........x...........x.x............x.....x...,258,Hard,True
puzzle_3135_rot90_flip_diag_flip_antidiag,8,AAABBBCCAAABBBCCAADBBECCFFDDDECEFGDDEEEEFGGGEEHHFFGGHHHHFFFGHHHH,AAABBCCCAAABCCCCAABBBBDDAABBEDDDFFFEEDDDGFFEEEHHGGFFGHHHGGGGGHHH,AAABBBBBAAABCCBBAADDDCCBEEEDDCCCEEEDFFGGEEFFFFGGHHHHFGGGHHHFFGGG,AAABBCCCAAAABCCCDDBBBBCCDDDEBBCCDDDEEFFFGGEEEFFHGGGHFFHHGGGHHHHH,..x.........x..........x...x.....x...........x..x.............x.,258,Hard,True
puzzle_3537_rot90_flip_h_flip_antidiag,8,AAAABCCCAAABBDCCAEEEBDDDAEEEBDDDAFEEBGDDFFFHHGGGFFFHHGGGFFFHHGGG,AAAAABBBAACCBBBBAACCCBBBADCCCEEEDDDDDEEEFGGGHHHHFFGGGHHHFFGGGHHH,AAABBBBBAAAACCBBAAACCCBBDDDCCCEBDDDEEEEEFFFFGGGHFFFGGGHHFFFGGGHH,AAABBCCCAAABBCCCAAABBCCCDAEEFCGGDEEEFGGGDEEEFGGGDDDFFGHHDDDDFHHH,.....x...x..........x.........x...x.....x..........x...........x,258,Hard,True
puzzle_8542_rot90_rot180_flip_antidiag,8,AAAABBBBAAAAACCCDDDACCCCDDDEECCCDDEEEEFCGGGEEFFFGGGHHHFFGGGHHHFF,AAABBBBCAAAABBBCDDAEBBBCDDEEEBFCDDEEEFFFGGGEHHFFGGGHHHFFGGGHHHFF,AABBBCCCAABBBCCCAABBDCCCAAADDDEEFAGDDDEEFGGGDHEEFGGGHHHHFGGGGHHH,AAABBBCCAAABBBCCAAADDCCCEEDDDDCFEEEDDFFFEEEGFFFFGGGGGFFFGGGGHHHH,....x....x.............x...x....x.............x...x..........x..,258,Hard,True
puzzle_30112_rot90_rot180_flip_v,8,AAAAABBBAAACBBBBAACCCBDDEEECCDDDEEFFFDDDEFFFDDDDGGGFFFHHGGGGGHHH,AAABBBBBAAAACBBBDDACCCBBDDDCCEEEDDDFFFEEDDDDFFFEGGFFFHHHGGGHHHHH,AAAAABBBAAACCCBBDCCCEEEEDDCCCEEEDDDFFEEEGGFFFHEEGGGFHHHHGGGGGHHH,AAABBBCCAAABBDCCAAEBDDCCAEEEDDDCAFEEDGDCFFFGGGDHFFGGGGHHFFGGGGHH,..x...........x....x.....x..........x..........xx............x..,259,Hard,True
puzzle_19455_rot90_rot180_flip_h,8,ABBBCCCCAABBCCCCAADDEEEEADDDEEEEADDDEEEFGDDDHFFFGGGHHHFFGGGHHHFF,AAAABBCCAAABBBCCDDABBBCCDDDBBBCCDDEEEEFFGGEEEEFFGGEEEHHFGGGHHHHH,AAABBBBBAACCCBBDAACCCCDDEECCCCDDEEEFFFGGEEHFFFGGHHHFFFGGHHHHFFGG,AABBCCCCAABBBCCCAABBBCDDAABBBDDDEEFFFFDDEEFFFFGGEHHFFFGGHHHHHGGG,...x...........x.x...........x....x...........x.x...........x...,260,Hard,True
puzzle_12322_rot90_rot180_flip_diag,8,AAAABBBCDAAABBBCDDAAABCCDDAEEEECDDFEEEGCDDFFGGGGFFFHHHGGFFFHHHGG,ABBBBBCCAABBBBCCAAAACCCCAAADDCEEFFADDGEEFFFDDGEEFFHDGGGGHHHHHGGG,ABBBCCCCABBBCCCDAABCCCDDAEEEECDDAFEEEGDDFFFFGGDDFFHHHGGGFFHHHGGG,AAABBBBBAAAACBDDEEACCDDDEEACCFDDEEGCCFFFGGGGFFFFGGHHHHFFGGHHHHHF,......x...x.....x..............x...x.........x...x..........x...,261,Hard,True
puzzle_50429_rot90_flip_h_flip_v,8,ABBBCCCCABBBCCCDAAEEDDDDAAAEFDDDAAAEFFDDGGGEFFFFGGGHFFHHGGGHHHHH,AAABBBBBAAABBBCCAAABBDCCEEDDDDCCEFFFFGHHEFFFGGHHEEFGGGHHEEFGGGGH,AAABBBBBAAABCCBBAAADCCCCEEEDCCFFEEEDCFFFEEDDFFFFEGGGHHHFEGGGHHHH,AAAABBBCDAAABBBCDDDDEECCDDDFECCCDDFFECCCFFFFEGGGHHFFHGGGHHHHHGGG,.....x...x.............x...x....x...........x.........x...x.....,261,Hard,True
puzzle_1181_rot90_rot180_flip_v,8,AABBBBCCAABBCCCCAADDDCCCADDEEECCFFGGEEEEFFGGEHHHFFGGGHHHFGGGGHHH,AAABCCCCAAABCCCCAAABBCCDEEBBBFCDEEEEBFDDEEEEFFDDEGGGFHHHGGGGHHHH,AABBBBCCAAAABBCCAAADDDCCAAEEEDDCEEEEFFGGHHHEFFGGHHHFFFGGHHHFFFFG,ABBBBCCCAABBBCCCAABBDCCCAABBDDDDEFFDDDGGEEFFFGGGEEHHGGGGEEHHHHGG,.....x...x.........x...........xx...........x.........x...x.....,262,Hard,True
puzzle_13761_rot90_rot180_flip_antidiag,8,ABBBBBCCABBBBCCCAAAADDCCAAAADDDEFGGGDDDEFGGGGGEEFFFGHHHEFFFGHHHE,AAABCCCDAAABCCCDABBBBBDDABBBEEEDFFFFEEEDFFFFEEGGFHHHHGGGFHHHHHGG,AAAABBBBAACCBBDDAACCBBDDCCCCBBDDEECFFFDDEECFFFGDEEHFFGGGHHHHHGGG,AAABBBBBAAACCBDDEACCCFDDEECCCFDDEEGGFFFFEEGGFFHHEEGGFFHHGGGGHHHH,.x...........x....x............x....x...x.............x....x....,262,Hard,True
puzzle_25439_rot90_flip_h_flip_antidiag,8,AAAAAABBCDAABBBBCDDEEBBBCCDEEBBFCCEEGGFFCCCHGGFFCHHHGGGFHHHHHGGG,AAABBBBCAAAABBCCDAAACCCCDAEECCCFDDEEEFFFDDGGEHFFDGGHHHFFDHHHHHHF,ABBBBBBCADDBBBCCAADDEBCCAAEEECCCAFEEGGGCAFFFGGGGFFFFHHGGFFFHHHHG,AABBBBBBAAAABBCDAAAEECCDFAAEECDDFFGGEEDDFFGGHDDDFGGGHHHDGGGHHHHH,....x....x............x....x....x..............x..x..........x..,262,Hard,True
puzzle_2910_rot180_flip_diag_flip_antidiag,8,AAABBBCCAAABBCCCDAEEBCCCDDEEFFCCDDDGFFCCGDGGFFHHGGGGGFHHGGGGGGGH,AABBBCCCAAABBBCCAADDBCCCEEDDCCCCEEEFFFCCEGGFFFFCGGGGGHHCGGGGGHHH,AAABBBBBCAABBBBBCDDDDBBECCDDDEEECCCCFFEECCCGFFHHCCGGGHHHCCCGGGHH,ABBBBBBBAACBBBBBAACCBBDBEECCBDDDEECCFFDDEEEGFFHDEEEGGHHHEEGGGHHH,x...........x.....x...........x..x...........x.....x...........x,262,Hard,True
